author,degree,betweenness,eigenvector
"Liu, Guocheng",0.0013520365049856345,3.092017428397999e-05,8.151499495033104e-06
"Wang, Lu",0.0007605205340544194,0.0,7.011009076224512e-06
"Xin, Shuaishuai",0.0007605205340544194,0.0,7.011009076224512e-06
"Chen, Qinghua",0.0011830319418624302,2.3020133664095464e-05,7.86327595316618e-06
"Yan, Qinghua",0.0007605205340544194,0.0,7.011009076224512e-06
"Zhang, Guangshan",0.0007605205340544194,0.0,7.011009076224512e-06
"Zhang, Yingjie",0.0010985296603008281,0.00041940240675207764,6.63529387397329e-05
"Xin, Yanjun",0.0013520365049856345,3.092017428397999e-05,8.151499495033104e-06
"Huang, Zhilin",0.0007605205340544194,2.890222259781969e-05,4.578683068232071e-06
"Liu, Jincheng",0.0007605205340544194,2.890222259781969e-05,4.578683068232071e-06
"Zong, Shuang",0.0007605205340544194,2.890222259781969e-05,4.578683068232071e-06
"Wang, Xiaoyu",0.0009295250971776238,0.0004335333389672949,6.843647668205722e-05
"Chen, Kanxing",0.000507013689369613,0.0,4.409231747018179e-06
"Liu, Lingling",0.0007605205340544194,2.890222259781969e-05,4.57868306823207e-06
"Fang, Yanxiong",0.0007605205340544194,2.890222259781969e-05,4.57868306823207e-06
"Song, Guixian",0.0002535068446848065,0.0,1.652539736345854e-08
"Xin, Feng",0.0002535068446848065,0.0,1.652539736345854e-08
"Zhu, Bichen",0.0003380091262464086,0.0,0.00017725068198107822
"Tang, Liyong",0.0003380091262464086,0.0,0.00017725068198107822
"Liu, Xuehua",0.000507013689369613,0.0,0.0021031538231712312
"Li, Zhaoyuan",0.000507013689369613,0.0,0.0021031538231712312
"Zhang, Whenli",0.000507013689369613,0.0,0.0021031538231712312
"Yao, Pei",0.000507013689369613,0.0,0.0021031538231712312
"Zhu, Haoran",0.000507013689369613,0.0,0.0021031538231712312
"Zuo, Xu",0.000507013689369613,0.0,0.0021031538231712312
"Ge, Yunxiao",0.0002535068446848065,0.0,6.570990368930812e-38
"Guo, Xiaojiao",0.0002535068446848065,0.0,6.570990368930812e-38
"Zhou, Dan",0.0002535068446848065,0.0,6.570990368930812e-38
"Liu, Jinku",0.0002535068446848065,0.0,6.570990368930812e-38
"Khademakbari, Sepideh",0.000507013689369613,0.0,5.327153564675236e-26
"Pirbazari, Azadeh Ebrahimian",0.000507013689369613,0.0,5.327153564675236e-26
"Saraei, Fatemeh Esmaeili Khalil",0.000507013689369613,0.0,5.327153564675236e-26
"Esmaeili, Amin",0.000507013689369613,0.0,5.327153564675236e-26
"Pirbazari, Ali Ebrahimian",0.000507013689369613,0.0,5.327153564675236e-26
"Kohnehsari, Atena Akbari",0.000507013689369613,0.0,5.327153564675236e-26
"Derakhshesh, Ali",0.000507013689369613,0.0,5.327153564675236e-26
"Wu, Minghong",0.0007605205340544194,9.467596245115424e-05,5.3275966880202715e-06
"Gu, Lanbing",0.0003380091262464086,0.0,1.8776000269691388e-06
"Wang, Qiong",0.0003380091262464086,0.0,1.8776000269691388e-06
"Wang, Chao",0.001690045631232043,0.0006653110849943999,2.621172025825105e-05
"Zhang, Haijiao",0.0007605205340544194,9.467596245115424e-05,5.327596688020271e-06
"Ren, Yumei",0.0013520365049856345,0.00019361018379217734,0.00018104332766085104
"Fu, Yongzhu",0.0005915159709312151,0.0,0.00014371845503832317
"Wang, Zhuan",0.0005915159709312151,0.0,0.00014371845503832317
"Chen, Hailong",0.0005915159709312151,0.0,0.00014371845503832317
"Weng, Yuxiang",0.0005915159709312151,0.0,0.00014371845503832317
"Zhou, Yunchun",0.001014027378739226,9.286998067129406e-07,0.00017917213529341505
"Hu, Rong",0.0006760182524928173,9.15276000878218e-06,0.0007986765241946812
"Liao, Yanmo",0.000507013689369613,0.0,0.000753770957172627
"Qiao, Hui",0.002281561602163258,0.0007886526838217956,0.001162281349681298
"Li, Jun",0.001014027378739226,0.00028902222597819655,0.0007672552292210972
"Huang, Zongyu",0.0018590501943552475,0.0014913557456102625,0.0010905943567129208
"Qi, Xiang",0.0024505661652864624,0.002288161539445958,0.007641268128075337
"Jiang, Renqian",0.0006760182524928173,0.0,9.145998629139708e-05
"Zhao, Yulong",0.0006760182524928173,0.0,9.145998629139708e-05
"Chubenko, Eugene B.",0.0006760182524928173,0.0,9.145998629139708e-05
"Bondarenko, Vitaly",0.0006760182524928173,0.0,9.145998629139708e-05
"Sui, Yanwei",0.0019435524759168496,0.0005057997608774701,0.00012519196524912233
"Gu, Xiuquan",0.0006760182524928173,0.0,9.145998629139708e-05
"Cai, Xiaoyan",0.0006760182524928173,0.0,9.145998629139708e-05
"Qi, Renxian",0.0008450228156160215,0.0,2.2127524400699098e-16
"Ding, Yang",0.0008450228156160215,0.0,2.2127524400699098e-16
"Nan, Haiyan",0.0008450228156160215,0.0,2.2127524400699098e-16
"Zhou, Leyun",0.0008450228156160215,0.0,2.2127524400699098e-16
"Wang, Chenglin",0.0008450228156160215,0.0,2.2127524400699098e-16
"Wu, Zhangting",0.0008450228156160215,0.0,2.2127524400699098e-16
"Zhao, Weiwei",0.0008450228156160215,0.0,2.2127524400699098e-16
"Song, Junming",0.0008450228156160215,0.0,2.2127524400699098e-16
"Cai, Zhengyang",0.0008450228156160215,0.0,2.2127524400699098e-16
"Xiao, Shaoqing",0.0008450228156160215,0.0,2.2127524400699098e-16
"Gu, Xiaofeng",0.0008450228156160215,0.0,2.2127524400699098e-16
"Wang, Chujun",0.000507013689369613,0.0,0.021370634717986132
"Zhao, Yilong",0.000507013689369613,0.0,0.021370634717986132
"Li, Yifei",0.0009295250971776238,0.0002995868406514543,0.022472976694345212
"Wei, Yuechang",0.0011830319418624302,0.00035322586284221335,0.022909361846897982
"Liu, Jian",0.000507013689369613,0.0,0.021370634717986132
"Zhao, Zhen",0.0011830319418624302,0.00035322586284221335,0.022909361846897982
"Zhang, Xiaoyan",0.0014365387865472366,0.0072760877229407035,0.00017858616540140766
"Ni, Wenkang",0.0005915159709312151,0.0,0.00017101986365674577
"Yue, Xuanyu",0.0005915159709312151,0.0,0.00017101986365674577
"Wang, Zhijie",0.0011830319418624302,0.0017839772515197416,0.0001842198604778982
"Wang, Ke",0.002112557039040054,0.003868217534188534,0.0003007871462078715
"Wang, Hairui",0.0003380091262464086,0.0,1.8346753176830552e-05
"Xu, Na",0.0008450228156160215,0.0001296257086767174,2.736690185584512e-05
"Zhou, Qiongyu",0.0003380091262464086,0.0,1.8346753176830552e-05
"Chang, Limin",0.0003380091262464086,0.0,1.8346753176830552e-05
"Li, Desheng",0.0007605205340544194,0.0,0.0006573807807717971
"Rui, Kun",0.0007605205340544194,0.0,0.0006573807807717971
"Lin, Huijuan",0.0007605205340544194,0.0,0.0006573807807717971
"Yan, Yan",0.0012675342234240324,0.0007681300077447782,0.0006989135634027598
"Wang, Xiaoshan",0.0007605205340544194,0.0,0.0006573807807717971
"Huang, Xiao",0.0007605205340544194,0.0,0.0006573807807717971
"Huang, Wei",0.0013520365049856345,0.003984388378419585,0.0006818380785859363
"Ishfaq, Muhammad",0.000507013689369613,0.0,3.595387372996443e-16
"Rasheed, Aamir",0.000507013689369613,0.0,3.595387372996443e-16
"Ajmal, Sara",0.000507013689369613,0.0,3.595387372996443e-16
"Dastgeer, Ghulam",0.000507013689369613,0.0,3.595387372996443e-16
"Naz, Tahmina",0.000507013689369613,0.0,3.595387372996443e-16
"Baig, Mirza Mahmood",0.0012675342234240324,0.0,1.1369613169277786e-15
"Lee, Seung Goo",0.0012675342234240324,0.0,1.1369613169277786e-15
"Yin, Bo",0.000507013689369613,0.0,2.2258419717834394e-05
"Zhang, Yongfeng",0.000507013689369613,0.0,2.2258419717834394e-05
"Li, Kanzhe",0.000507013689369613,0.0,2.2258419717834394e-05
"Zhou, Jingran",0.000507013689369613,0.0,2.2258419717834394e-05
"Liu, Caixia",0.000507013689369613,0.0,2.2258419717834394e-05
"Ruan, Shengping",0.0012675342234240324,0.0004653786070823464,0.0002080628842201526
"Huang, Jiaxing",0.0006760182524928173,0.0,2.1764734520347855e-11
"Li, Daguang",0.0006760182524928173,0.0,2.1764734520347855e-11
"Li, Ruobai",0.0011830319418624302,0.0,3.508663613370951e-11
"Chen, Ping",0.0006760182524928173,0.0,2.1764734520347855e-11
"Feng, Yiping",0.0011830319418624302,0.0,3.508663613370951e-11
"Maji, Tuhin Kumar",0.0014365387865472366,0.0,6.684116421030328e-06
"Aswin, J. R.",0.0014365387865472366,0.0,6.684116421030328e-06
"Mukherjee, Subhrajit",0.0014365387865472366,0.0,6.684116421030328e-06
"Alexander, Rajath",0.0014365387865472366,0.0,6.684116421030328e-06
"Mondal, Anirban",0.0014365387865472366,0.0,6.684116421030328e-06
"Das, Sarthak",0.0014365387865472366,0.0,6.684116421030328e-06
"Sharma, Rajendra Kumar",0.0014365387865472366,0.0,6.684116421030328e-06
"Chakraborty, Naba Kumar",0.0014365387865472366,0.0,6.684116421030328e-06
"Dasgupta, Kinshuk",0.0014365387865472366,0.0,6.684116421030328e-06
"Sharma, Anjanashree M. R.",0.0014365387865472366,0.0,6.684116421030328e-06
"Hawaldar, Ranjit",0.0014365387865472366,0.0,6.684116421030328e-06
"Pandey, Manjiri",0.0014365387865472366,0.0,6.684116421030328e-06
"Naik, Akshay",0.0014365387865472366,0.0,6.684116421030328e-06
"Majumdar, Kausik",0.0014365387865472366,0.0,6.684116421030328e-06
"Pal, Samir Kumar",0.0014365387865472366,0.0,6.684116421030328e-06
"Adarsh, K., V",0.0014365387865472366,0.0,6.684116421030328e-06
"Ray, Samit Kumar",0.0014365387865472366,0.0,6.684116421030328e-06
"Karmakar, Debjani",0.0014365387865472366,0.0,6.684116421030328e-06
"Basyooni, Mohamed A.",0.0006760182524928173,0.0,5.760266653871167e-20
"Tihtih, Mohammed",0.0006760182524928173,0.0,5.760266653871167e-20
"Zaki, Shrouk E.",0.0008450228156160215,0.0,6.319977598460076e-20
"Eker, Yasin Ramazan",0.0008450228156160215,0.0,6.319977598460076e-20
"Wang, Xuesheng",0.000507013689369613,0.0,3.4653487033269453e-07
"Shao, Yi",0.000507013689369613,0.0,3.4653487033269453e-07
"Yao, Chunxia",0.000507013689369613,0.0,3.4653487033269453e-07
"Huang, Liujuan",0.000507013689369613,0.0,3.4653487033269453e-07
"Song, Wei",0.000507013689369613,0.0,3.4653487033269453e-07
"Yang, Xianli",0.000507013689369613,0.0,3.4653487033269453e-07
"Zhang, Zhijie",0.0008450228156160215,0.00028902222597819655,5.3319125705668465e-06
"Khatun, Nasima",0.00042251140780801076,0.0,6.986799041132384e-31
"Dey, Sutapa",0.00042251140780801076,0.0,6.986799041132384e-31
"Appadurai, Tamilselvan",0.0003380091262464086,0.0,6.125701800627798e-31
"Chandiran, Aravind Kumar",0.0003380091262464086,0.0,6.125701800627798e-31
"Roy, Somnath C.",0.0005915159709312151,0.0,7.775938162458235e-31
"Noor, Sunbel",0.000507013689369613,0.0,2.4685571724024183e-21
"Haider, Rida Shahzadi",0.0007605205340544194,0.0,3.316042528493319e-21
"Noor, Saima",0.000507013689369613,0.0,2.4685571724024183e-21
"Sajjad, Shamaila",0.001014027378739226,0.0,3.766749693888147e-21
"Leghari, Sajjad Ahmed Khan",0.001014027378739226,0.0,3.766749693888147e-21
"Mehboob, Maria",0.0007605205340544194,0.0,3.316042528493319e-21
"Long, Mingce",0.000507013689369613,0.0,2.4685571724024183e-21
"Han, Minmin",8.450228156160216e-05,0.0,1.1672423683483423e-52
"Jia, Junhong",8.450228156160216e-05,0.0,1.1672423683483423e-52
"Won, Jong Ho",0.0002535068446848065,0.0,6.570990368930812e-38
"Kim, Mun Kyoung",0.0002535068446848065,0.0,6.570990368930812e-38
"Oh, Hyung-Suk",0.0002535068446848065,0.0,6.570990368930812e-38
"Jeong, Hyung Mo",0.0002535068446848065,0.0,6.570990368930812e-38
"Wu, Jiahao",0.001014027378739226,0.00038536296797092877,1.4284357756784444e-06
"Huang, Shaolong",0.0006760182524928173,0.0,1.0343100987533081e-07
"Jin, Zhengyuan",0.0006760182524928173,0.0,1.0343100987533081e-07
"Chen, Jiaqi",0.0006760182524928173,0.0,1.0343100987533081e-07
"Hu, Liang",0.0006760182524928173,0.0,1.0343100987533081e-07
"Long, Yaojia",0.0006760182524928173,0.0,1.0343100987533081e-07
"Lu, Jianguo",0.0006760182524928173,0.0,1.0343100987533081e-07
"Ruan, Shuangchen",0.0006760182524928173,0.0,1.0343100987533081e-07
"Zeng, Yu-Jia",0.0006760182524928173,0.0,1.0343100987533081e-07
"Shi, Weina",0.0005915159709312151,0.0,0.0004418831231042933
"Guo, Xiaowei",0.0005915159709312151,0.0,0.0004418831231042933
"Wang, Ji-Chao",0.0005915159709312151,0.0,0.0004418831231042933
"Li, Yu",0.004563123204326516,0.018240033820471378,0.005748980650386343
"Liu, Lu",0.0013520365049856345,0.0012213286693356935,0.0012229649061635422
"Hou, Yuxia",0.0005915159709312151,0.0,0.0004418831231042933
"Li, Ying",0.001014027378739226,0.0004050822498460139,0.00045292739482252596
"Lou, Huihui",0.0005915159709312151,0.0,0.0004418831231042933
"Shahbazi, Mahboobeh",0.00042251140780801076,0.0,0.0003078878293186261
"Xing, Kaijian",0.00042251140780801076,0.0,0.0003078878293186261
"Tesfamichael, Tuquabo",0.00042251140780801076,0.0,0.0003078878293186261
"Motta, Nunzio",0.00042251140780801076,0.0,0.0003078878293186261
"Qi, Dong-Chen",0.00042251140780801076,0.0,0.0003078878293186261
"Huang, Xiaoyan",0.0007605205340544194,0.0,3.965626166464826e-05
"Zhang, Xiuyun",0.0007605205340544194,0.0,3.965626166464826e-05
"Zhang, Kexiang",0.0007605205340544194,0.0,3.965626166464826e-05
"Xue, Xiaogang",0.0007605205340544194,0.0,3.965626166464826e-05
"Xiong, Jian",0.0007605205340544194,0.0,3.965626166464826e-05
"Huang, Yu",0.0007605205340544194,0.0,3.965626166464826e-05
"Zhang, Doudou",0.0007605205340544194,0.0,3.965626166464826e-05
"Zhang, Zheling",0.0007605205340544194,0.0,3.965626166464826e-05
"Yan, Fengpo",0.0010985296603008281,0.00043821364614185304,4.299115035070013e-05
"Wang, Ye",0.0006760182524928173,0.0,0.00018278782162695444
"Yan, Yingkui",0.0006760182524928173,0.0,0.00018278782162695444
"Ren, Xiaohui",0.002028054757478452,0.0011378027335788672,0.0008186601415930208
"Zhang, Hongwei",0.0006760182524928173,0.0,0.00018278782162695444
"Li, Yanshuo",0.0006760182524928173,0.0,0.00018278782162695444
"Ye, Jinhua",0.0010985296603008281,0.00024085185498183047,0.00018533822526655533
"Xiao, Mu",0.00042251140780801076,0.0,2.5360715749662128e-06
"Lu, Yangfan",0.00042251140780801076,0.0,2.5360715749662128e-06
"Li, Yaguang",0.00042251140780801076,0.0,2.5360715749662128e-06
"Song, Hui",0.001014027378739226,0.0018506963180393772,4.1871091860247246e-05
"Jo, Young-Moo",0.00042251140780801076,0.0,2.098395155992752e-07
"Lim, Kyeorei",0.00042251140780801076,0.0,2.098395155992752e-07
"Choi, Hun Ji",0.00042251140780801076,0.0,2.098395155992752e-07
"Yoon, Ji Won",0.00042251140780801076,0.0,2.098395155992752e-07
"Kim, Soo Young",0.0021970593206016562,0.00048170370996366093,3.5102474969222103e-06
"Lee, Jong-Heun",0.00042251140780801076,0.0,2.098395155992752e-07
"Zhang, Weiwei",0.00042251140780801076,0.0,2.793203157953156e-29
"Tao, Xianchao",0.00042251140780801076,0.0,2.793203157953156e-29
"Guo, Hanlin",0.00042251140780801076,0.0,2.793203157953156e-29
"Ding, Jianxu",0.00042251140780801076,0.0,2.793203157953156e-29
"Sun, Haiqing",0.00042251140780801076,0.0,2.793203157953156e-29
"Zhan, Xiaoyuan",0.00042251140780801076,0.0,2.793203157953156e-29
"Li, Chaocheng",0.0002535068446848065,0.0,3.760684828976309e-06
"Zhou, Yi",0.0006760182524928173,0.00033719259697456266,7.075301698924789e-05
"Li, Jinbo",0.0002535068446848065,0.0,3.760684828976309e-06
"Kaur, Narinder",0.000507013689369613,0.0,9.962638230943621e-26
"Sharma, Dipika",0.000507013689369613,0.0,9.962638230943621e-26
"Kumar, Ashish",0.0008450228156160215,1.6901884560128454e-06,1.4270031170022156e-20
"Singla, Yash",0.0003380091262464086,0.0,4.665735004974252e-21
"Sharma, Manisha",0.0003380091262464086,0.0,4.665735004974252e-21
"Bhardwaj, Akhil",0.0003380091262464086,0.0,4.665735004974252e-21
"Krishnan, Venkata",0.001014027378739226,2.5352826840192683e-06,1.5095608545003382e-20
"Wu, Jinlei",0.0005915159709312151,0.0,0.0004145513900290741
"Lu, Po",0.0005915159709312151,0.0,0.0004145513900290741
"Fang, Guoqiang",0.0005915159709312151,0.0,0.0004145513900290741
"Yu, William W.",0.0005915159709312151,0.0,0.0004145513900290741
"Dong, Bin",0.0008450228156160215,9.827218186382875e-05,0.0004752527041925207
"Andres-Penares, Daniel",0.0003380091262464086,0.0,3.683167485230363e-33
"Brotons-Gisbert, Mauro",0.0003380091262464086,0.0,3.683167485230363e-33
"Bonato, Cristian",0.0003380091262464086,0.0,3.683167485230363e-33
"Sanchez-Royo, Juan F.",0.0003380091262464086,0.0,3.683167485230363e-33
"Gerardot, Brian D.",0.0003380091262464086,0.0,3.683167485230363e-33
"Chitare, Yogesh M.",0.0005915159709312151,0.0,3.699138722121488e-23
"Magdum, Vikas V.",0.0005915159709312151,0.0,3.699138722121488e-23
"Kulkarni, Shirin P.",0.0005915159709312151,0.0,3.699138722121488e-23
"Shaikh, Sohel B.",0.0005915159709312151,0.0,3.699138722121488e-23
"Malavekar, Dhanaji B.",0.0005915159709312151,0.0,3.699138722121488e-23
"Kim, Jin H.",0.0005915159709312151,0.0,3.699138722121488e-23
"Bhange, Deu S.",0.0005915159709312151,0.0,3.699138722121488e-23
"Gunjakar, Jayavant L.",0.0005915159709312151,0.0,3.699138722121488e-23
"Wong, Kien Tiek",0.0005915159709312151,0.0,4.835740687553854e-22
"Kim, Seung Chul",0.0005915159709312151,0.0,4.835740687553854e-22
"Yun, Kayoung",0.0005915159709312151,0.0,4.835740687553854e-22
"Choong, Choe Earn",0.0005915159709312151,0.0,4.835740687553854e-22
"Nah, In Wook",0.0005915159709312151,0.0,4.835740687553854e-22
"Jeon, Byong-Hun",0.0005915159709312151,0.0,4.835740687553854e-22
"Yoon, Yeomin",0.0010985296603008281,0.0,6.857011621165101e-22
"Jang, Min",0.0005915159709312151,0.0,4.835740687553854e-22
"Chen, Daimei",0.0005915159709312151,0.0,6.209465165336977e-07
"Ding, Hao",0.0005915159709312151,0.0,6.209465165336977e-07
"Feng, Jiejie",0.0005915159709312151,0.0,6.209465165336977e-07
"Zhang, Jin Z.",0.0005915159709312151,0.0,6.209465165336977e-07
"Hamid, Saher",0.0005915159709312151,0.0,6.209465165336977e-07
"Bahnemann, Detlef W.",0.0005915159709312151,0.0,6.209465165336977e-07
"Jiang, Haopeng",0.0005915159709312151,0.0,0.00032926085221179045
"Wang, Weikang",0.0005915159709312151,0.0,0.00032926085221179045
"Sun, Lijuan",0.0008450228156160215,0.0001114300848055056,0.002042222361744782
"Kong, Tingting",0.0005915159709312151,0.0,0.00032926085221179045
"Lu, Zhongxi",0.0005915159709312151,0.0,0.00032926085221179045
"Jung, Hae Jun",0.0010985296603008281,0.0,4.73333594494873e-12
"Kim, Soo Bin",0.0007605205340544194,0.0,3.684757975811541e-12
"Jiang, Yabin",0.0005915159709312151,0.0,2.329583581835393e-06
"Sun, Zongzhao",0.0005915159709312151,0.0,2.329583581835393e-06
"Chen, Qianwen",0.0005915159709312151,0.0,2.329583581835393e-06
"Zhao, Yun",0.001605543349670441,0.0007707259359418575,2.4151359680223507e-06
"Krishnan, Amel",0.0002535068446848065,0.0,6.570990368930812e-38
"Kamaraj, Muthusamy",0.0002535068446848065,0.0,6.570990368930812e-38
"Nayak, Pramoda K.",0.0002535068446848065,0.0,6.570990368930812e-38
"Ramaprabhu, Sundara",0.0002535068446848065,0.0,6.570990368930812e-38
"Guo, Yulai",0.00042251140780801076,0.0,1.4720398225027167e-06
"Wang, Yanan",0.0012675342234240324,0.0013321681465624428,1.9210065851776935e-06
"Li, Xinming",0.00042251140780801076,0.0,1.4720398225027167e-06
"Zeng, Peng",0.0007605205340544194,0.0001413145767571356,3.227791175097774e-06
"Yang, Yuting",0.0005915159709312151,0.0,0.000510296352760492
"Li, Jixin",0.0005915159709312151,0.0,0.000510296352760492
"Qiao, Wei",0.0005915159709312151,0.0,0.000510296352760492
"Yang, Han",0.001605543349670441,0.0008378449420778483,0.007240654550493433
"Huang, Yuqi",0.0005915159709312151,0.0,0.000510296352760492
"Yu, Yu",0.0005915159709312151,0.0,0.000510296352760492
"Fang, Jingyun",0.0005915159709312151,0.0,0.000510296352760492
"Lou, Zaizhu",8.450228156160216e-05,0.0,4.043385252481582e-43
"Xue, Can",0.0002535068446848065,0.0,8.774495696633276e-43
"Su, Wenjie",0.000507013689369613,0.0,1.4286299477577048e-05
"Kuklin, Artem",0.000507013689369613,0.0,1.4286299477577048e-05
"Jin, Ling Hua",0.000507013689369613,0.0,1.4286299477577048e-05
"Engelgardt, Dana",0.000507013689369613,0.0,1.4286299477577048e-05
"Zhang, Han",0.000507013689369613,0.0,1.4286299477577048e-05
"Agren, Hans",0.000507013689369613,0.0,1.4286299477577048e-05
"Zhang, Ye",0.0014365387865472366,0.00028902222597819655,0.00022431812859002105
"Cheng, Yinsen",0.0008450228156160215,6.367892682572807e-07,0.006835003792457928
"Yuan, Yong-Jun",0.001690045631232043,0.0008477831435352117,0.007130167501530842
"Shi, Hainan",0.0007605205340544194,0.0,8.980942165225158e-06
"Long, Saran",0.0006760182524928173,0.0,8.60548524005772e-06
"Hu, Shen",0.0006760182524928173,0.0,8.60548524005772e-06
"Ni, Wenjun",0.0007605205340544194,0.0,8.980942165225158e-06
"Song, Chunshan",0.001014027378739226,4.8170370996366096e-05,9.18223461418233e-06
"Li, Keyan",0.001014027378739226,4.8170370996366096e-05,9.18223461418233e-06
"Gurzadyan, Gagik G.",0.0007605205340544194,0.0,8.980942165225158e-06
"Guo, Xinwen",0.001014027378739226,4.8170370996366096e-05,9.182234614182331e-06
"Zhao, Fei",0.000507013689369613,0.0,0.00013659569325124714
"Law, Ying Lo",0.000507013689369613,0.0,0.00013659569325124714
"Zhang, Nan",0.0021970593206016562,0.0027489778668371365,0.0006061998697742911
"Wu, Wenli",0.000507013689369613,0.0,0.00013659569325124714
"Luo, Zhengtang",0.000507013689369613,0.0,0.00013659569325124714
"Wang, Yuhua",0.000507013689369613,0.0,0.00013659569325124714
"Zhang, Xing",0.0005915159709312151,0.0,0.0010662740674747765
"Ma, Jinwen",0.0005915159709312151,0.0,0.0010662740674747765
"Yin, Xiaotong",0.0008450228156160215,8.779468339001905e-05,0.001235661815326122
"Tian, Yuxin",0.001690045631232043,0.006835173509244608,0.0036431749840270342
"Wang, Chuang",0.0012675342234240324,0.004118229937324015,0.0010976925884163531
"Wang, Qiushi",0.0008450228156160215,8.779468339001905e-05,0.001235661815326122
"Acharya, Rashmi",0.00042251140780801076,0.0,1.469384868131675e-25
"Kim, Bohyeon",0.00042251140780801076,0.0,2.793203157953156e-29
"Jung, Yeona",0.00042251140780801076,0.0,2.793203157953156e-29
"Park, Bang Ju",0.00042251140780801076,0.0,2.793203157953156e-29
"Das, Gautam",0.00042251140780801076,0.0,2.793203157953156e-29
"Yoon, Hyon Hee",0.00042251140780801076,0.0,2.793203157953156e-29
"Yoon, Young Soo",0.00042251140780801076,0.0,2.793203157953156e-29
"Ren, Junkai",0.001014027378739226,0.00033719259697456266,1.6060350012483642e-05
"Jin, Xiaotong",0.00042251140780801076,0.0,1.5709342829878372e-05
"Li, Xinpan",0.00042251140780801076,0.0,1.5709342829878372e-05
"Jiang, Wenhan",0.00042251140780801076,0.0,7.023423626444166e-05
"He, Yiling",0.00042251140780801076,0.0,7.023423626444166e-05
"Zhu, Xinxin",0.00042251140780801076,0.0,7.023423626444166e-05
"Liu, Yu",0.0015210410681088388,0.0018913441879730164,0.0011812361054118615
"Zhou, Yanbo",0.00042251140780801076,0.0,7.023423626444166e-05
"Wang, Yuqi",0.00042251140780801076,0.0,4.416799069525851e-06
"Liu, Yong",0.0021970593206016562,0.0012818894808724458,7.087988429972552e-05
"Wang, Minmin",0.001014027378739226,0.000710241085195645,6.405121848366557e-06
"Wu, Wenjun",0.00042251140780801076,0.0,4.4167990695258505e-06
"Tian, Maofei",0.00042251140780801076,0.0,4.4167990695258505e-06
"Zhu, Tao",0.00042251140780801076,0.0,4.4167990695258505e-06
"Zeng, Yanhong",0.0002535068446848065,0.0,2.7015538189762526e-05
"Tang, Yong",0.0002535068446848065,0.0,2.7015538189762526e-05
"Wu, Can",0.0002535068446848065,0.0,2.7015538189762526e-05
"Su, Tongming",0.00042251140780801076,0.0,4.053239364302377e-06
"Sun, Manying",0.00042251140780801076,0.0,4.053239364302377e-06
"Wu, Jing",0.00042251140780801076,0.0,4.053239364302377e-06
"Chen, Liuyun",0.00042251140780801076,0.0,4.053239364302377e-06
"Ji, Hongbing",0.0009295250971776238,0.00024085185498183047,6.821268594845635e-05
"Qin, Zuzeng",0.00042251140780801076,0.0,4.053239364302377e-06
"Cao, Zhou",0.0007605205340544194,0.0,9.316650044845067e-06
"Yin, Yanling",0.0007605205340544194,0.0,9.316650044845067e-06
"Fu, Peng",0.0007605205340544194,0.0,9.316650044845067e-06
"Li, Dong",0.0025350684468480648,0.0004884248107248075,0.00011585324601973727
"Zhou, Yulan",0.0007605205340544194,0.0,9.316650044845067e-06
"Deng, Yuanwen",0.0007605205340544194,0.0,9.316650044845067e-06
"Peng, Yuehua",0.0007605205340544194,0.0,9.316650044845067e-06
"Wang, Weike",0.0007605205340544194,0.0,9.316650044845067e-06
"Zhou, Weichang",0.0007605205340544194,0.0,9.316650044845067e-06
"Tang, Dongsheng",0.0007605205340544194,0.0,9.316650044845067e-06
"Li, Longfei",0.0006760182524928173,1.6901884560128454e-06,8.850423082123501e-26
"Jiang, Daixun",0.000507013689369613,0.0,8.354814305640801e-26
"Wu, Xilu",0.000507013689369613,0.0,8.354814305640801e-26
"Sun, Xun",0.000507013689369613,0.0,8.354814305640801e-26
"Qu, Xiaofei",0.000507013689369613,0.0,8.354814305640801e-26
"Shi, Liang",0.000507013689369613,0.0,8.354814305640801e-26
"Du, Fanglin",0.000507013689369613,0.0,8.354814305640801e-26
"Yang, Hu",0.0006760182524928173,0.0,2.4185913270201844e-05
"Liang, Zhi-Yu",0.00042251140780801076,0.0,4.269388577477528e-06
"Huang, Ren-Kun",0.00042251140780801076,0.0,4.269388577477528e-06
"Liang, Ruo-Wen",0.00042251140780801076,0.0,4.269388577477528e-06
"Chen, Feng",0.0007605205340544194,0.0008653012548206408,6.03384479988788e-05
"Yan, Gui-Yang",0.00042251140780801076,0.0,4.269388577477528e-06
"Basyooni-M. Kabatas, Mohamed A.",0.0003380091262464086,0.0,2.6002778546411288e-20
"Rahmani, Khalid",0.0003380091262464086,0.0,2.6002778546411288e-20
"En-nadir, Redouane",0.0008450228156160215,0.0,6.319977598460076e-20
"Zhong, Mianzeng",0.0006760182524928173,0.0,3.240697624055822e-06
"Zhou, Ke",0.0006760182524928173,0.0,3.240697624055822e-06
"Wei, Zhongming",0.0006760182524928173,0.0,3.240697624055822e-06
"Li, Yan",0.0012675342234240324,0.00045121904306567694,3.377222177954361e-05
"Dong, Huanli",0.0006760182524928173,0.0,3.240697624055822e-06
"Jiang, Lang",0.0006760182524928173,0.0,3.240697624055822e-06
"Li, Jingbo",0.0006760182524928173,0.0,3.240697624055822e-06
"Hu, Wenping",0.0006760182524928173,0.0,3.240697624055822e-06
"Gao, Jie",0.0010985296603008281,0.001310294797309676,1.4239295863208982e-05
